plato_id,ingrediente_id,cantidad_receta
1155,194,0.548
1156,45,0.3
1156,288,0.109
1156,382,0.255
1156,12,0.139
1157,368,0.245
1157,390,0.224
1157,290,0.283
1157,95,0.57
1157,417,0.507
1158,288,0.43
1158,327,0.234
1158,140,0.437
1158,34,0.565
1158,411,0.431
1158,260,0.223
1159,432,0.379
1159,153,0.414
1159,261,0.468
1159,162,0.58
1159,237,0.581
1159,449,0.531
1160,81,0.128
1160,230,0.438
1160,352,0.394
1160,411,0.451
1160,105,0.319
1160,472,0.537
1161,272,0.497
1161,40,0.341
1161,216,0.368
1161,478,0.497
1161,442,0.316
1162,448,0.173
1162,411,0.327
1163,290,0.501
1163,434,0.173
1163,316,0.234
1163,294,0.332
1163,144,0.563
1163,30,0.56
1163,373,0.346
1164,145,0.466
1164,278,0.449
1164,308,0.564
1164,356,0.11
1164,175,0.235
1164,273,0.423
1164,148,0.208
1165,173,0.6
1165,445,0.312
1165,163,0.29
1165,299,0.41
1165,84,0.546
1165,78,0.436
1165,383,0.444
1166,479,0.354
1166,116,0.18
1167,144,0.138
1167,297,0.43
1167,298,0.232
1167,427,0.131
1167,123,0.381
1167,88,0.236
1168,404,0.297
1168,447,0.157
1168,20,0.1
1168,377,0.581
1168,99,0.419
1168,184,0.173
1168,374,0.568
1169,17,0.377
1169,467,0.108
1169,389,0.379
1169,132,0.411
1169,249,0.134
1169,284,0.298
1170,245,0.478
1170,304,0.23
1170,383,0.189
1170,479,0.145
1170,480,0.19
1170,353,0.44
1170,394,0.126
1171,180,0.163
1171,222,0.596
1171,90,0.111
1171,456,0.176
1171,185,0.465
1172,53,0.342
1172,326,0.298
1172,339,0.172
1173,183,0.313
1173,393,0.14
1174,91,0.322
1174,159,0.214
1174,175,0.354
1174,339,0.239
1175,61,0.462
1175,294,0.135
1175,347,0.197
1175,238,0.6
1176,332,0.274
1176,92,0.358
1176,174,0.232
1176,195,0.473
1176,368,0.371
1177,111,0.306
1177,13,0.447
1177,343,0.57
1177,230,0.504
1177,194,0.358
1178,224,0.265
1178,163,0.435
1178,9,0.244
1178,52,0.557
1178,426,0.21
1178,494,0.533
1178,263,0.189
1179,148,0.44
1179,15,0.521
1179,125,0.359
1179,132,0.535
1179,437,0.21
1179,371,0.222
1179,14,0.248
1180,149,0.496
1180,389,0.105
1180,348,0.403
1180,476,0.398
1181,185,0.433
1181,228,0.162
1181,323,0.119
1182,407,0.299
1182,38,0.134
1182,93,0.297
1183,8,0.259
1183,220,0.427
1184,121,0.404
1184,132,0.555
1185,108,0.462
1185,280,0.228
1185,62,0.17
1185,339,0.574
1185,8,0.25
1186,321,0.409
1186,258,0.477
1186,496,0.454
1186,102,0.112
1186,84,0.259
1186,298,0.516
1186,411,0.393
1187,353,0.196
1187,163,0.6
1187,241,0.373
1187,117,0.411
1188,75,0.281
1188,208,0.383
1189,136,0.445
1189,40,0.261
1189,132,0.238
1189,328,0.381
1189,255,0.474
1189,169,0.438
1190,206,0.177
1190,397,0.24
1190,350,0.572
1190,422,0.501
1191,388,0.515
1191,467,0.16
1191,318,0.403
1191,424,0.222
1191,14,0.301
1191,263,0.199
1192,13,0.187
1192,398,0.277
1192,444,0.525
1192,369,0.144
1193,423,0.219
1193,90,0.461
1194,391,0.317
1194,351,0.175
1194,224,0.461
1194,249,0.123
1194,400,0.486
1194,187,0.412
1194,148,0.101
1195,262,0.548
1195,217,0.245
1195,303,0.438
1195,495,0.136
1195,174,0.385
1195,316,0.586
1195,61,0.459
1196,56,0.489
1196,75,0.591
1196,475,0.479
1196,57,0.232
1197,141,0.272
1197,326,0.399
1197,210,0.553
1197,264,0.342
1197,271,0.146
1197,481,0.417
1198,437,0.494
1198,157,0.368
1198,253,0.373
1198,72,0.576
1198,15,0.353
1199,19,0.526
1199,305,0.54
1199,180,0.193
1199,88,0.204
1199,223,0.444
1199,330,0.226
1200,194,0.104
1200,322,0.4
1200,397,0.179
1200,389,0.177
1201,272,0.275
1201,103,0.575
1201,496,0.152
1201,448,0.517
1201,250,0.579
1201,430,0.143
1202,126,0.194
1202,313,0.243
1202,484,0.58
1202,122,0.412
1202,213,0.56
1202,203,0.302
1203,73,0.207
1203,213,0.465
1204,481,0.372
1204,172,0.211
1204,380,0.51
1204,207,0.338
1204,393,0.349
1205,332,0.196
1205,239,0.32
1205,240,0.579
1205,301,0.517
1205,142,0.422
1205,86,0.462
1206,487,0.516
1206,310,0.214
1206,288,0.226
1206,32,0.393
1206,33,0.477
1206,445,0.104
1206,42,0.116
1207,277,0.505
1207,80,0.288
1208,342,0.174
1208,8,0.572
1209,310,0.157
1209,35,0.162
1209,409,0.4
1209,177,0.294
1210,379,0.366
1210,485,0.516
1210,324,0.146
1210,211,0.167
1210,35,0.467
1210,50,0.399
1211,24,0.258
1211,31,0.247
1211,462,0.364
1211,410,0.153
1212,284,0.559
1212,314,0.581
1213,33,0.147
1213,215,0.407
1213,197,0.263
1213,182,0.593
1213,218,0.372
1214,19,0.587
1214,178,0.398
1214,213,0.337
1214,340,0.448
1214,113,0.156
1214,122,0.205
1214,75,0.228
1215,459,0.148
1215,154,0.396
1215,171,0.203
1215,86,0.346
1215,475,0.58
1216,112,0.355
1216,68,0.536
1216,181,0.196
1216,88,0.591
1216,105,0.41
1217,315,0.378
1217,140,0.244
1218,460,0.27
1218,329,0.534
1218,227,0.172
1219,433,0.35
1219,189,0.213
1219,488,0.316
1219,442,0.125
1220,268,0.348
1220,184,0.344
1220,483,0.288
1220,77,0.435
1221,397,0.408
1221,150,0.422
1221,184,0.44
1221,181,0.567
1222,207,0.309
1222,99,0.138
1222,155,0.29
1222,183,0.225
1222,7,0.324
1223,259,0.294
1223,128,0.112
1223,194,0.423
1223,459,0.228
1224,426,0.172
1224,431,0.204
1224,317,0.474
1224,462,0.252
1224,141,0.122
1225,322,0.139
1225,175,0.554
1225,395,0.469
1225,423,0.451
1226,118,0.528
1226,117,0.282
1226,373,0.518
1226,266,0.181
1226,8,0.454
1226,347,0.365
1226,222,0.255
1227,220,0.131
1227,342,0.266
1227,470,0.27
1227,155,0.394
1227,130,0.518
1227,222,0.346
1228,238,0.291
1228,367,0.146
1228,236,0.418
1228,498,0.319
1229,393,0.149
1229,1,0.244
1229,326,0.283
1229,72,0.252
1229,346,0.358
1229,432,0.479
1230,331,0.359
1230,446,0.228
1230,352,0.151
1230,252,0.578
1230,16,0.543
1231,255,0.412
1231,360,0.336
1232,442,0.234
1232,343,0.173
1232,465,0.279
1232,98,0.23
1233,452,0.408
1233,298,0.55
1233,386,0.108
1233,29,0.358
1234,351,0.545
1234,363,0.152
1234,311,0.513
1234,424,0.362
1234,433,0.453
1234,425,0.343
1234,418,0.133
1235,471,0.274
1235,78,0.2
1235,480,0.13
1235,110,0.554
1235,179,0.435
1235,62,0.238
1236,489,0.573
1236,435,0.312
1237,28,0.197
1237,225,0.568
1237,83,0.352
1237,248,0.114
1237,385,0.101
1237,181,0.429
1237,96,0.547
1238,111,0.39
1238,28,0.131
1238,406,0.247
1238,169,0.359
1238,412,0.429
1239,432,0.211
1239,304,0.455
1239,88,0.315
1239,10,0.259
1239,287,0.146
1239,227,0.421
1239,229,0.141
1240,146,0.481
1240,22,0.34
1240,379,0.214
1240,453,0.239
1240,244,0.385
1241,158,0.129
1241,487,0.364
1241,271,0.249
1242,57,0.202
1242,286,0.587
1242,11,0.183
1243,398,0.59
1243,441,0.595
1243,52,0.191
1243,221,0.224
1243,20,0.226
1243,112,0.198
1244,172,0.533
1244,153,0.305
1244,427,0.558
1244,361,0.268
1244,213,0.155
1244,109,0.23
1245,399,0.19
1245,451,0.203
1245,209,0.491
1246,263,0.436
1246,3,0.336
1246,357,0.511
1247,75,0.254
1247,233,0.325
1247,285,0.306
1247,196,0.324
1247,470,0.104
1248,393,0.593
1248,69,0.415
1248,448,0.406
1248,165,0.323
1248,455,0.331
1248,313,0.188
1248,191,0.234
1249,369,0.133
1249,449,0.465
1249,357,0.449
1249,490,0.573
1249,282,0.245
1249,201,0.289
1249,135,0.514
1250,64,0.289
1250,129,0.103
1251,255,0.296
1251,371,0.199
1251,71,0.554
1251,455,0.407
1251,205,0.131
1252,296,0.373
1252,482,0.2
1252,188,0.144
1253,490,0.277
1253,164,0.308
1253,407,0.144
1254,350,0.566
1254,96,0.482
1254,157,0.318
1254,266,0.366
1255,327,0.32
1255,406,0.43
1255,75,0.453
1255,394,0.48
1256,26,0.397
1256,120,0.496
1256,301,0.173
1257,252,0.293
1257,134,0.377
1257,359,0.339
1257,327,0.324
1257,307,0.52
1257,330,0.421
1258,235,0.529
1258,200,0.267
1258,333,0.572
1258,111,0.138
1258,460,0.205
1258,443,0.228
1259,100,0.451
1259,320,0.411
1260,143,0.544
1260,374,0.411
1260,135,0.133
1260,413,0.316
1261,382,0.407
1261,140,0.571
1262,75,0.382
1262,79,0.296
1262,108,0.139
1263,183,0.358
1263,240,0.226
1263,481,0.202
1264,296,0.179
1264,273,0.355
1264,4,0.138
1264,186,0.106
1264,10,0.588
1264,326,0.53
1265,203,0.17
1265,168,0.252
1266,126,0.549
1266,295,0.302
1266,302,0.377
1266,496,0.595
1267,365,0.598
1267,291,0.286
1267,318,0.245
1267,460,0.461
1267,405,0.119
1267,46,0.452
1268,21,0.225
1268,157,0.405
1268,370,0.175
1268,312,0.339
1268,1,0.389
1269,66,0.581
1269,169,0.517
1269,12,0.375
1269,380,0.245
1269,83,0.52
1269,261,0.175
1270,3,0.289
1270,224,0.557
1270,368,0.51
1270,278,0.537
1270,71,0.289
1270,197,0.405
1271,481,0.551
1271,178,0.408
1271,93,0.512
1271,265,0.382
1272,478,0.188
1272,87,0.122
1272,280,0.38
1273,336,0.332
1273,295,0.214
1273,452,0.409
1274,116,0.502
1274,163,0.254
1275,335,0.107
1275,229,0.211
1276,145,0.395
1276,136,0.308
1276,461,0.173
1276,164,0.282
1276,478,0.485
1276,430,0.466
1277,257,0.504
1277,414,0.431
1277,363,0.29
1277,289,0.568
1277,167,0.466
1277,377,0.44
1277,313,0.425
1278,409,0.196
1278,315,0.509
1279,324,0.283
1279,173,0.38
1279,235,0.376
1279,286,0.478
1279,213,0.17
1280,487,0.283
1280,429,0.232
1280,232,0.587
1280,292,0.128
1280,91,0.294
1281,11,0.466
1281,35,0.55
1281,58,0.313
1281,442,0.535
1281,185,0.105
1281,26,0.555
1282,124,0.29
1282,245,0.57
1282,421,0.24
1282,90,0.265
1282,489,0.169
1283,7,0.142
1283,123,0.588
1283,194,0.188
1283,212,0.227
1283,481,0.264
1283,9,0.357
1284,452,0.211
1284,354,0.136
1285,306,0.236
1285,473,0.523
1285,42,0.192
1286,229,0.354
1286,120,0.281
1286,360,0.155
1286,383,0.199
1286,152,0.304
1286,357,0.551
1286,2,0.17
1287,255,0.567
1287,167,0.334
1287,207,0.114
1287,15,0.305
1287,436,0.284
1287,411,0.586
1287,472,0.182
1288,74,0.405
1288,421,0.534
1288,430,0.458
1288,125,0.112
1288,392,0.47
1288,403,0.591
1289,117,0.249
1289,192,0.359
1289,275,0.135
1289,355,0.515
1289,132,0.533
1290,120,0.257
1290,497,0.359
1290,134,0.276
1290,152,0.441
1291,26,0.215
1291,111,0.551
1291,161,0.255
1291,34,0.143
1291,352,0.47
1292,259,0.446
1292,360,0.588
1292,408,0.12
1292,434,0.209
1292,36,0.431
1293,457,0.415
1293,157,0.546
1293,163,0.159
1293,235,0.355
1293,431,0.342
1293,396,0.146
1293,298,0.576
1294,178,0.283
1294,17,0.488
1294,496,0.379
1294,312,0.573
1294,22,0.586
1294,256,0.544
1295,69,0.131
1295,298,0.164
1295,159,0.404
1295,363,0.266
1296,17,0.463
1296,306,0.597
1297,167,0.372
1297,342,0.136
1297,216,0.188
1297,387,0.144
1297,233,0.378
1297,297,0.166
1298,310,0.283
1298,476,0.557
1299,322,0.409
1299,14,0.575
1299,29,0.213
1299,400,0.595
1299,345,0.44
1299,40,0.236
1300,449,0.233
1300,369,0.2
1300,265,0.287
1300,200,0.396
1300,46,0.116
1300,136,0.527
1300,113,0.408
1301,327,0.423
1301,272,0.357
1301,345,0.228
1301,370,0.437
1301,200,0.193
1302,380,0.434
1302,438,0.521
1302,331,0.189
1303,301,0.106
1303,8,0.108
1304,442,0.524
1304,419,0.445
1304,481,0.174
1304,425,0.564
1304,421,0.526
1304,81,0.441
1304,290,0.18
1305,401,0.588
1305,68,0.143
1305,488,0.527
1306,398,0.167
1306,277,0.127
1306,465,0.323
1306,302,0.558
1307,458,0.409
1307,223,0.564
1307,155,0.598
1308,111,0.135
1308,498,0.481
1308,215,0.385
1308,210,0.549
1308,150,0.289
1308,176,0.462
1308,485,0.467
1309,396,0.338
1309,395,0.473
1309,17,0.419
1309,113,0.525
1309,483,0.139
1309,169,0.326
1310,38,0.515
1310,479,0.505
1310,285,0.132
1311,218,0.122
1311,479,0.24
1311,355,0.427
1311,269,0.56
1311,208,0.437
1312,236,0.387
1312,343,0.329
1312,186,0.132
1313,199,0.523
1313,424,0.147
1313,482,0.423
1314,336,0.11
1314,8,0.414
1314,443,0.137
1314,83,0.487
1314,340,0.564
1315,486,0.537
1315,47,0.594
1315,90,0.133
1315,396,0.281
1316,178,0.378
1316,329,0.121
1316,268,0.276
1316,449,0.546
1316,140,0.461
1317,20,0.587
1317,342,0.347
1318,98,0.539
1318,6,0.411
1319,84,0.178
1319,474,0.103
1319,480,0.477
1319,25,0.365
1320,85,0.591
1320,490,0.268
1320,284,0.515
1320,340,0.562
1320,142,0.57
1321,223,0.118
1321,437,0.577
1322,33,0.476
1322,428,0.349
1323,260,0.265
1323,167,0.374
1323,410,0.513
1324,107,0.357
1324,24,0.426
1325,242,0.356
1325,233,0.36
1325,94,0.324
1325,138,0.199
1325,484,0.225
1325,352,0.341
1326,258,0.554
1326,41,0.387
1326,362,0.114
1326,186,0.52
1327,367,0.279
1327,424,0.481
1327,129,0.222
1327,438,0.406
1328,455,0.59
1328,75,0.467
1328,48,0.545
1328,15,0.276
1329,115,0.548
1329,167,0.274
1329,91,0.164
1330,209,0.274
1330,225,0.208
1330,490,0.426
1330,66,0.362
1330,158,0.174
1331,410,0.315
1331,264,0.537
1331,103,0.321
1331,16,0.374
1331,64,0.566
1331,91,0.559
1331,277,0.583
1332,239,0.104
1332,190,0.201
1332,152,0.129
1332,449,0.306
1333,192,0.54
1333,166,0.379
1333,71,0.143
1333,169,0.206
1333,236,0.574
1334,427,0.109
1334,291,0.559
1334,350,0.287
1334,325,0.151
1335,489,0.5
1335,382,0.536
1335,220,0.231
1335,9,0.523
1335,104,0.423
1335,411,0.139
1336,466,0.109
1336,190,0.153
1336,128,0.37
1336,154,0.297
1336,477,0.393
1336,437,0.53
1336,146,0.568
1337,360,0.237
1337,353,0.445
1337,128,0.511
1337,13,0.403
1338,449,0.219
1338,212,0.456
1338,72,0.21
1338,457,0.123
1338,161,0.588
1338,343,0.309
1338,144,0.377
1339,376,0.192
1339,153,0.594
1340,338,0.384
1340,25,0.245
1340,9,0.377
1340,165,0.14
1341,31,0.411
1341,337,0.468
1341,375,0.579
1341,412,0.302
1341,178,0.335
1342,344,0.352
1342,286,0.145
1342,354,0.438
1342,27,0.315
1342,169,0.349
1342,298,0.57
1343,140,0.404
1343,195,0.588
1343,23,0.185
1343,463,0.201
1344,351,0.554
1344,203,0.168
1344,175,0.415
1344,253,0.466
1344,223,0.382
1344,140,0.533
1344,70,0.364
1345,425,0.107
1345,174,0.413
1345,31,0.56
1345,34,0.51
1345,422,0.156
1346,224,0.17
1346,473,0.357
1346,259,0.331
1346,48,0.261
1346,53,0.495
1346,164,0.318
1347,163,0.371
1347,434,0.165
1348,297,0.186
1348,476,0.23
1348,485,0.204
1348,151,0.36
1348,110,0.222
1348,163,0.316
1349,10,0.294
1349,54,0.45
1349,87,0.492
1349,256,0.352
1349,485,0.562
1350,349,0.414
1350,488,0.352
1351,141,0.497
1351,257,0.486
1351,353,0.439
1351,305,0.533
1351,81,0.314
1351,420,0.483
1351,342,0.589
1352,272,0.596
1352,210,0.469
1352,88,0.312
1352,198,0.392
1353,191,0.352
1353,218,0.147
1353,370,0.324
1353,117,0.553
1353,373,0.26
1353,466,0.22
1354,91,0.487
1354,281,0.578
1354,127,0.173
1354,42,0.593
1355,441,0.516
1355,322,0.323
1355,482,0.484
1356,414,0.177
1356,293,0.358
1356,282,0.121
1356,307,0.183
1356,89,0.146
1357,277,0.46
1357,492,0.566
1357,115,0.133
1357,34,0.232
1357,421,0.17
1358,47,0.163
1358,414,0.244
1358,429,0.378
1358,392,0.461
1358,371,0.172
1358,353,0.342
1358,23,0.302
1359,80,0.127
1359,312,0.593
1359,156,0.571
1359,88,0.427
1359,445,0.181
1359,313,0.597
1360,142,0.399
1360,454,0.12
1360,415,0.127
1360,76,0.339
1360,57,0.417
1360,479,0.23
1361,75,0.363
1361,2,0.362
1361,432,0.429
1361,116,0.136
1362,336,0.562
1362,474,0.25
1362,140,0.259
1362,375,0.19
1362,119,0.384
1362,138,0.376
1363,336,0.431
1363,335,0.569
1363,9,0.114
1364,333,0.338
1364,17,0.519
1365,134,0.373
1365,394,0.185
1365,82,0.127
1365,468,0.425
1365,256,0.548
1365,334,0.315
1365,400,0.104
1366,100,0.503
1366,130,0.235
1366,75,0.438
1366,140,0.453
1366,473,0.298
1366,393,0.366
1367,453,0.18
1367,169,0.434
1367,228,0.532
1368,388,0.112
1368,117,0.216
1368,336,0.468
1368,129,0.306
1368,474,0.265
1368,497,0.304
1369,204,0.129
1369,457,0.241
1370,157,0.557
1370,44,0.459
1371,487,0.321
1371,398,0.274
1371,218,0.432
1372,9,0.316
1372,328,0.493
1373,397,0.145
1373,330,0.392
1374,442,0.473
1374,136,0.209
1374,82,0.211
1374,48,0.298
1374,197,0.102
1374,113,0.103
1375,70,0.31
1375,175,0.563
1375,118,0.32
1375,137,0.186
1376,415,0.494
1376,3,0.239
1377,309,0.41
1377,123,0.262
1377,345,0.162
1377,306,0.405
1378,41,0.196
1378,59,0.277
1378,484,0.417
1378,212,0.138
1379,17,0.522
1379,198,0.208
1379,160,0.58
1379,37,0.463
1380,464,0.106
1380,466,0.204
1380,450,0.347
1380,124,0.405
1380,214,0.378
1380,120,0.493
1381,190,0.392
1381,480,0.154
1382,303,0.261
1382,3,0.453
1382,407,0.47
1382,241,0.438
1382,412,0.226
1382,164,0.43
1383,440,0.473
1383,388,0.287
1384,416,0.17
1384,69,0.134
1384,49,0.41
1384,86,0.348
1384,256,0.383
1385,127,0.247
1385,276,0.221
1386,73,0.206
1386,424,0.52
1386,161,0.419
1386,346,0.433
1386,133,0.372
1386,157,0.417
1387,371,0.223
1387,223,0.407
1387,281,0.365
1387,403,0.168
1387,81,0.507
1388,70,0.382
1388,152,0.165
1388,194,0.35
1388,452,0.282
1389,68,0.474
1389,49,0.395
1389,495,0.509
1390,64,0.141
1390,276,0.166
1390,391,0.37
1391,90,0.207
1391,442,0.539
1391,258,0.558
1391,299,0.217
1391,242,0.405
1392,325,0.518
1392,294,0.576
1393,294,0.567
1393,55,0.246
1393,479,0.135
1394,346,0.397
1394,425,0.115
1394,200,0.45
1394,118,0.585
1394,350,0.447
1394,34,0.35
1395,456,0.415
1395,68,0.108
1395,487,0.212
1396,12,0.385
1396,201,0.205
1396,362,0.423
1396,188,0.515
1396,132,0.251
1396,410,0.234
1396,342,0.405
1397,363,0.59
1397,140,0.329
1397,12,0.26
1397,346,0.277
1398,348,0.521
1398,498,0.401
1399,112,0.516
1399,352,0.453
1399,348,0.496
1399,455,0.112
1400,350,0.447
1400,415,0.234
1401,34,0.265
1401,12,0.215
1401,486,0.324
1401,417,0.474
1401,349,0.208
1401,72,0.131
1401,92,0.393
1402,8,0.321
1402,366,0.541
1402,130,0.494
1402,169,0.308
1402,412,0.567
1402,168,0.259
1403,180,0.216
1403,315,0.114
1404,145,0.138
1404,180,0.442
1404,369,0.324
1405,72,0.249
1405,400,0.497
1405,90,0.333
1405,75,0.407
1405,438,0.543
1405,225,0.417
1405,394,0.482
1406,367,0.344
1406,499,0.419
1406,417,0.223
1406,79,0.445
1406,205,0.224
1407,471,0.302
1407,313,0.159
1407,277,0.503
1407,115,0.196
1408,379,0.304
1408,406,0.237
1409,384,0.211
1409,175,0.32
1409,276,0.18
1409,204,0.48
1409,168,0.322
1409,341,0.468
1410,451,0.513
1410,294,0.503
1410,445,0.42
1410,85,0.462
1411,301,0.204
1411,472,0.414
1412,462,0.537
1412,315,0.455
1412,42,0.479
1413,103,0.468
1413,243,0.188
1413,305,0.368
1414,103,0.257
1414,46,0.169
1414,116,0.592
1414,89,0.392
1414,258,0.254
1415,273,0.557
1415,158,0.555
1415,435,0.448
1416,292,0.455
1416,159,0.452
1416,348,0.105
1416,486,0.221
1416,97,0.212
1416,81,0.239
1417,345,0.346
1417,474,0.322
1417,325,0.163
1417,18,0.572
1417,430,0.421
1417,498,0.472
1417,429,0.581
1418,321,0.272
1418,246,0.153
1418,194,0.325
1418,419,0.18
1418,154,0.33
1418,238,0.599
1418,222,0.4
1419,307,0.474
1419,180,0.44
1419,351,0.174
1419,257,0.144
1419,41,0.537
1420,187,0.465
1420,77,0.525
1420,470,0.392
1420,415,0.141
1420,373,0.51
1420,334,0.566
1421,390,0.183
1421,35,0.405
1421,417,0.292
1421,126,0.356
1421,42,0.132
1421,142,0.419
1421,401,0.424
1422,488,0.344
1422,344,0.438
1423,195,0.475
1423,370,0.554
1423,177,0.193
1424,452,0.395
1424,463,0.186
1424,294,0.309
1424,313,0.263
1424,316,0.329
1424,302,0.521
1424,10,0.473
1425,288,0.234
1425,395,0.401
1425,115,0.219
1425,488,0.537
1426,385,0.495
1426,186,0.516
1427,371,0.13
1427,71,0.102
1427,333,0.381
1427,138,0.51
1427,212,0.471
1428,148,0.287
1428,186,0.109
1428,88,0.586
1428,483,0.186
1428,320,0.53
1429,370,0.553
1429,193,0.336
1430,77,0.37
1430,313,0.281
1430,246,0.398
1431,294,0.224
1431,219,0.415
1432,453,0.191
1432,226,0.491
1432,288,0.166
1432,325,0.181
1432,90,0.249
1432,148,0.539
1433,104,0.4
1433,136,0.302
1433,195,0.375
1433,254,0.488
1433,210,0.393
1433,276,0.213
1434,274,0.141
1434,39,0.264
1434,110,0.182
1434,252,0.403
1434,171,0.491
1434,134,0.466
1434,295,0.56
1435,334,0.598
1435,198,0.486
1435,353,0.437
1435,96,0.348
1435,29,0.172
1435,259,0.472
1435,364,0.519
1436,223,0.346
1436,449,0.151
1436,16,0.302
1436,453,0.208
1436,430,0.524
1436,203,0.341
1437,268,0.106
1437,36,0.457
1437,344,0.1
1437,180,0.23
1437,177,0.127
1438,8,0.238
1438,432,0.595
1438,480,0.583
1438,2,0.431
1439,63,0.138
1439,43,0.573
1439,17,0.221
1440,69,0.186
1440,248,0.315
1440,246,0.286
1440,458,0.405
1440,352,0.376
1440,47,0.581
1440,470,0.362
1441,353,0.12
1441,55,0.523
1441,14,0.357
1441,418,0.333
1442,236,0.542
1442,438,0.542
1442,189,0.288
1443,280,0.137
1443,390,0.267
1444,32,0.339
1444,118,0.194
1444,20,0.345
1445,494,0.271
1445,184,0.1
1445,493,0.101
1445,444,0.331
1446,461,0.508
1446,61,0.311
1446,58,0.362
1447,49,0.56
1447,278,0.24
1447,178,0.382
1448,109,0.136
1448,354,0.254
1448,342,0.221
1448,257,0.291
1448,256,0.22
1448,91,0.131
1449,27,0.593
1449,475,0.16
1449,116,0.285
1449,381,0.296
1450,483,0.442
1450,343,0.175
1450,239,0.304
1451,492,0.325
1451,361,0.163
1451,412,0.299
1451,406,0.253
1452,154,0.38
1452,200,0.199
1452,262,0.437
1452,400,0.586
1452,240,0.17
1453,269,0.475
1453,381,0.505
1453,452,0.191
1454,392,0.359
1454,199,0.473
1455,370,0.529
1455,381,0.444
1455,270,0.113
1456,144,0.1
1456,295,0.345
1456,203,0.175
1456,498,0.525
1456,408,0.591
1457,231,0.569
1457,446,0.359
1457,90,0.3
1457,88,0.402
1457,214,0.491
1458,315,0.166
1458,359,0.316
1459,215,0.495
1459,195,0.483
1460,428,0.578
1460,366,0.356
1460,227,0.328
1460,414,0.511
1460,89,0.6
1461,17,0.19
1461,466,0.551
1461,49,0.428
1461,458,0.184
1461,63,0.286
1461,383,0.23
1462,352,0.249
1462,371,0.196
1462,409,0.487
1462,55,0.49
1463,474,0.284
1463,25,0.32
1464,459,0.326
1464,247,0.195
1464,248,0.27
1464,165,0.509
1465,332,0.41
1465,306,0.497
1465,484,0.559
1465,359,0.206
1466,187,0.208
1466,479,0.106
1466,39,0.357
1467,325,0.158
1467,196,0.265
1467,170,0.311
1468,313,0.272
1468,117,0.101
1469,36,0.49
1469,23,0.533
1469,47,0.541
1470,32,0.391
1470,372,0.143
1470,245,0.132
1470,357,0.399
1471,372,0.439
1471,196,0.151
1471,13,0.363
1471,42,0.272
1471,379,0.5
1471,333,0.442
1472,276,0.1
1472,52,0.349
1473,122,0.497
1473,360,0.247
1474,64,0.406
1474,225,0.177
1474,465,0.243
1474,275,0.209
1474,168,0.168
1474,48,0.476
1475,68,0.279
1475,352,0.315
1475,48,0.34
1475,241,0.288
1475,414,0.285
1476,257,0.129
1476,294,0.315
1476,24,0.214
1476,230,0.231
1476,165,0.473
1476,161,0.135
1477,114,0.105
1477,355,0.126
1477,427,0.385
1477,99,0.199
1478,327,0.211
1478,431,0.58
1478,89,0.46
1478,442,0.298
1478,198,0.313
1479,170,0.591
1479,420,0.278
1479,74,0.414
1479,46,0.362
1479,154,0.174
1479,218,0.214
1479,327,0.551
1480,368,0.117
1480,278,0.135
1480,445,0.566
1481,196,0.375
1481,345,0.146
1481,382,0.486
1481,112,0.129
1482,157,0.503
1482,145,0.399
1482,233,0.144
1482,27,0.484
1482,103,0.257
1482,272,0.269
1482,434,0.361
1483,178,0.357
1483,428,0.578
1483,338,0.345
1483,133,0.168
1483,479,0.472
1483,104,0.383
1483,44,0.309
1484,93,0.265
1484,192,0.594
1484,30,0.201
1484,413,0.392
1484,387,0.283
1484,278,0.438
1485,150,0.298
1485,494,0.261
1485,213,0.261
1486,297,0.519
1486,269,0.484
1486,141,0.143
1486,107,0.247
1486,212,0.115
1487,459,0.477
1487,419,0.175
1487,370,0.441
1487,19,0.554
1487,173,0.255
1487,416,0.542
1488,350,0.34
1488,331,0.456
1488,261,0.391
1488,413,0.263
1488,247,0.369
1488,304,0.459
1489,116,0.549
1489,176,0.27
1489,273,0.595
1489,452,0.44
1489,476,0.383
1489,436,0.289
1489,396,0.438
1490,150,0.566
1490,424,0.23
1490,139,0.577
1490,45,0.326
1490,237,0.526
1490,6,0.399
1491,377,0.385
1491,8,0.412
1491,414,0.123
1492,404,0.224
1492,438,0.317
1492,106,0.214
1493,230,0.51
1493,190,0.409
1493,443,0.196
1493,429,0.272
1494,473,0.332
1494,84,0.46
1494,457,0.424
1494,133,0.184
1494,261,0.253
1495,439,0.451
1495,266,0.501
1495,245,0.232
1495,314,0.422
1495,96,0.228
1495,74,0.486
1495,39,0.487
1496,150,0.333
1496,152,0.267
1497,211,0.536
1497,71,0.34
1497,85,0.203
1497,56,0.58
1497,360,0.204
1498,367,0.183
1498,496,0.411
1498,337,0.329
1498,146,0.388
1498,394,0.459
1499,170,0.349
1499,288,0.122
1499,192,0.406
1500,309,0.417
1500,477,0.424
1500,461,0.567
1500,2,0.417
1500,183,0.451
1500,242,0.447
1500,278,0.195
1501,161,0.552
1501,110,0.54
1501,466,0.528
1501,23,0.114
1501,294,0.563
1502,362,0.434
1502,37,0.179
1503,104,0.28
1503,459,0.192
1504,33,0.232
1504,476,0.282
1504,387,0.152
1504,155,0.465
1504,478,0.415
1504,7,0.482
1505,492,0.131
1505,487,0.423
1505,176,0.348
1505,314,0.201
1505,164,0.213
