entrega_id,fecha,pedido_id,cliente_id,tiempo_min,propina
43210,2025-10-25,25516,42673,26,0.69
43211,2025-08-10,124469,9384,40,0.5
43212,2025-06-27,62932,26944,20,4.12
43213,2025-08-15,130505,43928,31,1.49
43214,2025-05-06,2470,6330,30,1.0
43215,2025-05-01,107488,31238,24,0.16
43216,2024-11-08,80528,6504,33,0.71
43217,2025-04-28,15106,28143,54,0.38
43218,2025-02-17,2861,902,36,0.71
43219,2025-01-31,50165,27129,47,0.2
43220,2025-03-20,81789,14727,23,5.26
43221,2025-08-31,68905,49511,32,1.61
43222,2024-12-01,51619,177,38,3.12
43223,2025-02-04,20712,14033,29,0.84
43224,2025-05-29,14026,42052,31,1.38
43225,2025-06-17,27388,32332,24,0.72
43226,2025-03-30,104204,6965,55,4.52
43227,2025-03-18,88881,37977,33,1.43
43228,2025-02-14,27538,23847,30,2.71
43229,2025-07-06,136830,39941,29,1.48
43230,2025-05-03,136303,21488,33,0.5
43231,2025-08-20,74059,46713,34,1.89
43232,2025-07-06,25252,48759,34,0.43
43233,2025-04-28,51893,34836,43,3.17
43234,2024-12-28,54806,27473,39,1.99
43235,2025-03-07,10794,2764,30,3.35
43236,2024-11-27,73124,23152,31,2.24
43237,2025-05-18,102249,39254,23,1.08
43238,2025-07-31,6481,657,61,2.44
43239,2025-08-28,55324,36258,17,0.91
43240,2025-03-23,29950,22473,44,1.88
43241,2024-11-08,148167,32395,26,0.8
43242,2025-01-01,144608,23014,30,1.17
43243,2025-03-09,134033,46371,43,1.88
43244,2025-08-01,48708,46246,40,0.96
43245,2025-03-15,34890,26881,36,0.09
43246,2025-01-13,48146,4202,39,3.02
43247,2025-10-04,575,31426,42,1.08
43248,2025-11-03,140710,9931,38,1.79
43249,2025-07-06,26113,944,30,0.01
43250,2025-04-07,126865,13531,46,1.74
43251,2025-09-02,43081,36516,44,0.96
43252,2025-03-24,108354,11222,43,0.06
43253,2025-01-26,118488,12570,37,2.01
43254,2024-12-04,2259,28964,36,0.15
43255,2024-11-21,54255,28153,30,0.34
43256,2025-08-14,7849,5112,35,0.77
43257,2025-07-15,34732,43186,16,7.94
43258,2025-08-10,26243,34945,25,0.18
43259,2025-01-10,73896,12781,46,2.86
43260,2024-11-18,15783,4578,48,2.8
43261,2024-11-25,44938,241,28,0.03
43262,2025-01-16,86554,21881,40,0.12
43263,2025-05-03,43564,34177,46,0.37
43264,2025-07-19,58075,3037,53,0.19
43265,2025-09-22,40779,25442,47,0.8
43266,2025-06-20,138232,18504,54,1.48
43267,2024-11-08,75854,21293,27,0.26
43268,2025-08-31,130887,14931,32,2.7
43269,2025-06-28,101590,2936,34,0.38
43270,2025-06-23,109974,47411,47,2.27
43271,2025-10-05,145343,43546,26,1.67
43272,2025-01-24,77303,27389,40,3.07
43273,2024-12-09,24043,39777,35,9.23
43274,2025-10-25,80235,39884,29,0.12
43275,2025-08-09,67990,41936,51,0.51
43276,2025-07-16,78891,33367,28,3.52
43277,2025-05-06,146595,8729,52,1.08
43278,2025-10-11,65340,2432,23,0.63
43279,2025-10-30,36238,785,16,4.29
43280,2025-02-24,21773,1967,38,1.32
43281,2025-01-20,4106,5233,50,0.38
43282,2024-12-08,110069,12407,38,3.59
43283,2025-04-29,84139,27684,28,0.31
43284,2025-01-01,70425,25709,29,1.05
43285,2025-03-05,107187,17574,42,1.36
43286,2025-07-02,90656,46180,26,0.78
43287,2025-09-23,132317,3643,31,1.68
43288,2025-07-10,115387,36847,26,3.85
43289,2025-08-18,24137,14219,45,7.58
43290,2025-02-18,95608,41018,19,0.76
43291,2025-05-07,90926,7746,39,1.0
43292,2025-02-28,19227,44171,12,0.31
43293,2025-04-28,42537,20056,38,0.23
43294,2025-01-10,78865,32764,43,1.24
43295,2025-02-22,140236,14071,34,1.91
43296,2025-01-05,9412,32224,38,0.22
43297,2025-06-05,81615,48991,42,0.35
43298,2025-05-06,133945,16554,33,1.09
43299,2025-08-15,69606,22835,32,0.86
43300,2025-06-06,109692,38611,58,0.05
43301,2025-10-01,1158,27002,24,2.35
43302,2025-10-20,15807,17504,45,0.46
43303,2025-10-27,76659,35443,44,1.6
43304,2025-10-25,21903,46381,13,2.51
43305,2025-01-31,106127,15762,44,0.46
43306,2025-01-23,54338,43782,29,0.4
43307,2024-12-19,68611,41382,30,2.91
43308,2025-07-18,52173,23235,34,4.19
43309,2024-11-23,95261,47120,38,0.25
43310,2025-09-10,52773,1908,39,0.96
43311,2025-05-23,147504,20765,28,1.74
43312,2025-07-20,136369,23719,15,1.46
43313,2025-01-07,66030,43431,42,1.52
43314,2025-03-22,137025,37559,16,0.55
43315,2024-11-24,21782,28716,48,0.9
43316,2025-08-10,90264,7628,38,1.4
43317,2025-09-28,53411,7333,29,0.38
43318,2025-04-12,33854,34526,32,0.39
43319,2025-08-14,59971,4531,20,2.08
43320,2025-06-10,86285,10371,26,1.76
43321,2024-12-06,111743,20838,23,3.55
43322,2025-11-03,25085,43589,41,1.57
43323,2025-07-06,43778,18706,28,2.22
43324,2025-02-12,136518,16310,31,1.32
43325,2025-04-09,123706,35001,44,2.33
43326,2025-02-25,89395,48975,32,1.83
43327,2024-11-21,15413,49623,38,0.85
43328,2025-07-25,142693,16430,41,1.51
43329,2025-05-14,8788,45415,30,1.62
43330,2025-06-06,60768,29639,53,2.93
43331,2025-08-05,93360,20505,23,1.15
43332,2025-06-26,39709,19935,42,3.98
43333,2025-03-02,64980,23808,37,0.1
43334,2025-02-11,134881,45547,37,0.24
43335,2025-07-14,59490,29230,34,1.02
43336,2025-09-16,28206,43896,41,0.48
43337,2025-02-04,146317,18550,32,0.72
43338,2025-10-10,86230,19492,59,1.3
43339,2025-01-05,73538,18940,47,0.04
43340,2025-03-29,21759,27884,43,0.76
43341,2025-07-08,61832,8179,42,1.4
43342,2025-10-26,137850,9774,31,4.72
43343,2025-06-14,48746,33241,41,0.43
43344,2025-02-28,46908,12483,33,0.15
43345,2025-09-28,34403,14855,13,0.49
43346,2025-02-27,78473,47104,17,0.04
43347,2025-03-08,70456,35444,33,2.2
43348,2025-06-12,51015,5723,33,0.91
43349,2025-02-25,14789,42015,39,0.77
43350,2025-08-26,81776,33939,28,0.45
43351,2024-12-09,135592,36702,46,0.44
43352,2025-05-15,36257,46581,28,0.07
43353,2025-01-31,128747,8841,18,0.27
43354,2025-06-14,80195,31286,24,0.24
43355,2025-03-12,63936,792,26,1.22
43356,2025-08-21,40029,21878,40,0.31
43357,2025-06-27,76528,40472,34,1.17
43358,2025-09-04,104308,32759,48,0.21
43359,2025-09-10,108883,23091,33,4.15
43360,2025-07-11,76610,23078,31,1.51
43361,2025-02-07,45586,17532,33,5.52
43362,2025-02-22,67395,24630,35,0.35
43363,2025-07-14,69061,42948,34,0.02
43364,2025-03-13,87002,8336,33,1.41
43365,2025-03-22,92128,27152,45,0.82
43366,2025-03-03,24404,23691,34,0.93
43367,2025-06-27,59844,29333,41,0.33
43368,2025-07-17,70108,1279,27,0.19
43369,2025-08-15,147258,23479,32,5.28
43370,2025-09-17,68129,27566,26,1.72
43371,2024-12-18,68136,21675,32,1.06
43372,2024-12-21,41742,15146,41,2.72
43373,2025-06-08,143437,31959,23,1.59
43374,2025-09-29,138724,32192,39,2.31
43375,2025-01-10,90895,3788,24,0.14
43376,2025-05-03,49189,1902,32,0.15
43377,2024-11-27,10491,14640,38,2.44
43378,2025-02-12,79966,1087,30,2.69
43379,2025-07-10,128816,26903,47,0.15
43380,2025-02-19,7877,39040,29,0.47
43381,2024-12-15,39283,10237,35,1.96
43382,2024-11-27,22280,45068,31,0.57
43383,2025-07-15,22518,38666,48,0.52
43384,2025-06-03,54874,11637,33,0.66
43385,2025-04-24,93974,26824,35,0.29
43386,2024-12-24,45002,28404,26,0.01
43387,2025-02-21,8893,21547,24,2.03
43388,2025-06-12,11363,43998,24,0.91
43389,2025-09-23,46473,7478,40,2.66
43390,2025-03-11,22957,8688,34,0.4
43391,2025-02-08,50526,33077,28,1.8
43392,2025-08-09,2009,22959,51,0.18
43393,2025-07-28,55807,36270,36,0.13
43394,2025-08-18,76735,47777,43,1.51
43395,2025-03-19,11401,5463,47,0.0
43396,2025-10-24,3224,3033,31,2.06
43397,2025-04-21,49622,1894,36,2.3
43398,2025-02-17,66639,46961,32,1.32
43399,2025-10-14,72942,39452,34,0.05
43400,2025-09-14,62909,31222,26,0.8
43401,2025-06-24,49637,46472,20,0.51
43402,2025-05-01,20871,19533,36,0.15
43403,2025-07-17,32542,259,44,1.78
43404,2025-04-29,29896,4138,10,5.1
43405,2025-02-23,10471,4395,46,2.05
43406,2024-12-31,126315,23029,15,0.13
43407,2025-04-26,106436,13039,21,1.28
43408,2025-09-05,29930,47858,40,0.33
43409,2025-02-04,81148,49507,37,1.41
43410,2025-04-23,71493,1689,18,1.86
43411,2025-02-20,58543,11929,14,0.44
43412,2024-11-20,58912,49764,32,0.3
43413,2025-05-08,27490,36858,26,1.83
43414,2025-04-29,26464,22512,32,3.38
43415,2025-01-26,786,14575,25,1.69
43416,2025-02-17,61118,26350,31,0.29
43417,2024-12-13,63567,16387,46,3.43
43418,2025-08-16,133262,2018,38,1.87
43419,2025-02-01,21888,9959,37,0.29
43420,2025-01-25,12514,7350,24,1.56
43421,2025-03-06,24478,23170,36,1.64
43422,2025-04-03,60801,29357,27,1.43
43423,2025-07-19,66027,39183,42,0.92
43424,2025-01-06,147385,45796,27,2.3
43425,2024-11-08,36168,42745,33,1.93
43426,2025-09-28,41834,12374,37,1.4
43427,2025-07-15,100639,37492,41,0.99
43428,2025-10-19,135384,47572,30,1.35
43429,2024-12-13,83822,18094,36,0.08
43430,2025-09-22,90811,17014,25,0.68
43431,2024-12-03,8328,44141,34,0.04
43432,2025-06-03,96833,42538,25,0.93
43433,2025-04-04,24536,49780,11,0.08
43434,2025-07-07,140240,27618,35,2.81
43435,2025-07-23,131507,5199,55,0.66
43436,2025-01-03,133652,35343,34,1.64
43437,2025-02-17,135883,26077,33,3.93
43438,2025-05-03,131183,421,35,1.83
43439,2024-12-15,108613,4374,32,1.21
43440,2025-01-17,128594,36382,30,0.08
43441,2025-10-14,124048,11783,27,0.83
43442,2025-03-25,25289,2872,25,3.28
43443,2024-11-29,14770,5528,23,1.85
43444,2025-03-11,62998,10035,42,0.05
43445,2025-02-07,29782,10610,50,0.94
43446,2025-05-02,37659,13054,33,1.86
43447,2024-12-07,68656,39546,39,0.76
43448,2025-04-17,116089,24573,34,0.59
43449,2025-06-29,103810,23136,30,0.13
43450,2025-08-27,140971,18912,37,0.52
43451,2025-09-25,34231,19871,49,1.06
43452,2025-01-10,10141,47852,43,0.81
43453,2025-01-04,20789,18812,33,1.88
43454,2025-07-28,118906,42641,16,0.39
43455,2025-01-20,69683,1558,27,0.28
43456,2025-07-21,65586,47621,28,5.4
43457,2024-12-06,132966,19785,28,0.47
43458,2024-11-18,72395,7567,36,2.32
43459,2025-04-30,35512,17585,33,0.78
43460,2025-04-26,2568,37890,21,1.2
43461,2024-12-18,14741,36427,43,1.53
43462,2025-01-13,69045,9146,43,0.3
43463,2025-06-10,103192,16067,24,0.78
43464,2025-10-09,138811,39618,25,1.03
43465,2025-10-01,126967,12883,29,0.4
43466,2025-04-22,58001,18210,20,0.36
43467,2025-09-16,75048,2074,51,0.48
43468,2024-11-14,132937,39332,30,2.2
43469,2024-11-22,32462,22251,35,3.65
43470,2025-03-19,137836,25602,29,1.01
43471,2025-10-17,103952,45380,29,1.66
43472,2024-11-09,98439,37695,44,0.8
43473,2025-04-27,10207,40546,40,0.43
43474,2025-07-15,55307,40390,37,6.54
43475,2025-02-05,64517,47583,20,4.18
43476,2025-09-11,103043,10708,39,0.84
43477,2024-12-18,30732,26126,24,0.98
43478,2025-06-29,92990,35873,24,0.17
43479,2025-11-02,56797,46081,40,0.32
43480,2025-08-27,61169,13699,43,0.23
43481,2025-05-04,12955,7103,63,0.74
43482,2025-01-21,142497,3995,42,0.18
43483,2025-01-10,103077,17328,43,1.94
43484,2025-01-31,37240,12128,48,1.47
43485,2025-09-18,63628,46227,29,0.18
43486,2025-07-22,123084,19936,33,1.42
43487,2025-03-22,47046,12537,40,0.36
43488,2024-12-27,8719,24114,37,0.52
43489,2025-10-26,50019,28615,30,0.08
43490,2025-01-03,10164,12213,48,1.04
43491,2025-10-15,99193,19561,24,0.2
43492,2025-10-09,125988,15392,48,1.55
43493,2025-06-15,126648,39751,40,1.17
43494,2025-08-20,6577,32488,50,10.83
43495,2025-09-03,84780,21301,10,2.63
43496,2025-03-31,5062,34401,49,0.24
43497,2025-03-28,141687,45815,26,0.63
43498,2025-09-11,46694,17200,27,3.58
43499,2025-09-04,79071,40315,31,1.73
43500,2024-12-09,24402,42941,23,0.28
43501,2025-05-12,67790,27003,35,6.92
43502,2025-09-26,62997,16551,38,1.79
43503,2025-01-30,4631,11135,33,0.04
43504,2024-11-28,74143,11465,27,0.74
43505,2025-03-29,17237,1046,45,0.2
43506,2025-09-30,34963,29077,40,0.43
43507,2025-03-21,5435,25514,30,1.18
43508,2025-08-28,128703,48994,39,2.74
43509,2025-10-15,1258,48849,25,6.83
43510,2025-10-23,106031,9707,48,2.63
43511,2024-12-24,106494,26208,45,0.52
43512,2025-10-14,143039,37470,30,0.24
43513,2025-02-08,46559,8330,41,0.1
43514,2025-01-13,144894,39307,28,1.89
43515,2025-03-09,131153,44909,52,3.0
43516,2025-01-04,52610,20714,41,1.94
43517,2025-03-28,106770,44571,36,0.56
43518,2025-02-02,18437,17898,35,0.74
43519,2025-10-22,109277,25600,28,0.13
43520,2025-07-21,131888,20981,38,0.62
43521,2025-09-10,142261,34248,30,0.18
43522,2025-08-06,142114,7932,27,0.75
43523,2024-12-08,129747,34120,35,0.25
43524,2025-01-14,20522,4233,44,0.18
43525,2025-07-09,85669,27894,35,2.47
43526,2025-07-03,120759,43326,32,5.26
43527,2025-09-18,149163,23473,48,0.6
43528,2024-11-18,11992,29864,46,0.19
43529,2025-05-05,107510,3195,42,0.16
43530,2025-06-19,142516,16482,43,0.07
43531,2025-03-27,138946,42103,32,0.58
43532,2025-06-06,121609,35889,38,1.69
43533,2025-04-03,139333,38060,34,2.29
43534,2025-06-20,19042,45646,33,2.54
43535,2025-01-25,63782,31325,33,0.27
43536,2024-11-26,58611,5611,30,0.9
43537,2025-02-24,92282,43084,47,0.84
43538,2025-06-05,62334,14448,29,1.75
43539,2025-04-03,29487,14724,47,1.78
43540,2025-06-18,15552,15835,22,1.22
43541,2025-09-15,120047,17466,27,1.29
43542,2025-03-12,43807,42791,28,0.3
43543,2025-01-26,56989,24671,14,1.08
43544,2025-04-21,99909,49006,33,0.49
43545,2025-01-19,45578,39873,51,0.38
43546,2025-05-18,93250,33980,28,5.42
43547,2025-05-01,47140,48337,38,0.81
43548,2025-01-21,139445,21560,41,0.79
43549,2025-07-19,50106,24531,37,1.64
43550,2025-07-15,19839,10307,27,2.62
43551,2025-07-04,3344,33650,42,4.18
43552,2025-08-23,115184,14496,40,0.45
43553,2025-02-24,42027,43564,34,0.18
43554,2025-05-22,143077,20644,42,2.93
43555,2025-06-01,44241,1612,27,0.92
43556,2025-01-13,76030,7021,38,0.27
43557,2025-02-26,64570,31838,46,0.75
43558,2025-10-21,128106,30363,27,0.04
43559,2025-02-20,109560,12245,28,0.6
43560,2025-03-09,48625,26924,41,0.03
43561,2025-10-24,53273,46481,27,0.92
43562,2024-12-18,115730,30805,64,1.07
43563,2025-07-29,86590,41761,44,1.6
43564,2024-11-07,127446,5802,40,0.67
43565,2025-04-23,8240,4794,31,0.19
43566,2025-06-28,114626,34005,29,1.75
43567,2025-03-28,145790,28523,27,0.11
43568,2025-06-21,95471,31258,34,0.13
43569,2025-02-12,58982,18287,46,2.79
43570,2025-02-03,135418,36933,47,1.12
43571,2025-01-07,26172,32226,23,1.54
43572,2025-06-25,49476,26830,38,0.38
43573,2025-01-12,142370,49054,55,0.71
43574,2025-05-21,131184,6616,40,0.31
43575,2025-01-28,136248,42763,32,0.16
43576,2025-04-09,24312,44641,38,1.19
43577,2025-10-13,18607,12428,10,0.62
43578,2024-12-14,125677,896,17,0.73
43579,2024-11-15,145198,45879,38,2.25
43580,2025-05-28,87959,2570,52,0.02
43581,2024-12-24,13718,43720,31,1.73
43582,2025-01-14,144948,27956,31,1.79
43583,2025-09-21,69441,43757,49,2.33
43584,2025-01-24,33657,20310,36,1.6
43585,2024-11-27,142362,33850,40,2.8
43586,2025-03-27,128233,45299,10,0.13
43587,2024-12-25,129965,12028,44,5.66
43588,2025-11-04,93022,5548,34,0.68
43589,2024-11-10,122636,21026,24,1.21
43590,2025-04-22,121569,14658,37,2.99
43591,2024-12-26,63854,18867,29,5.89
43592,2025-01-02,61536,41660,25,1.84
43593,2024-11-21,144291,41660,21,4.06
43594,2025-11-04,37231,34777,51,0.01
43595,2025-06-18,83298,35301,36,5.12
43596,2025-03-11,58829,17644,30,0.11
43597,2025-04-10,17630,32711,35,0.84
43598,2025-01-30,78400,43233,45,0.08
43599,2025-05-06,127060,37282,41,3.02
43600,2025-08-23,9493,21661,27,1.53
43601,2024-12-22,123438,17203,35,2.31
43602,2025-01-17,129541,5450,35,2.36
43603,2025-08-08,49321,12793,11,0.01
43604,2024-11-24,65283,48111,39,0.65
43605,2025-07-02,59010,12877,29,1.17
43606,2025-06-11,50256,776,28,0.42
43607,2025-02-01,120502,15350,43,1.73
43608,2025-06-07,50253,35213,40,0.5
43609,2025-10-06,134886,1470,42,2.26
43610,2025-08-15,64328,39339,41,1.06
43611,2025-03-27,59525,21858,58,3.42
43612,2025-10-08,63798,40857,40,0.76
43613,2025-03-29,88102,38822,36,0.78
43614,2025-11-03,92828,32752,42,0.2
43615,2024-11-20,145930,46956,41,0.93
43616,2025-08-19,77514,14306,43,1.27
43617,2025-10-11,132600,4635,38,0.13
43618,2025-02-15,89565,29129,24,1.8
43619,2025-05-31,103696,14818,42,0.47
43620,2025-02-26,141504,34052,44,0.37
43621,2024-12-30,105718,3213,46,0.25
43622,2025-09-10,2877,18246,31,0.91
43623,2025-04-29,133526,23096,19,1.84
43624,2025-03-13,147021,3612,48,0.43
43625,2024-12-17,99303,24362,24,0.23
43626,2025-09-21,16987,5430,36,0.08
43627,2025-01-24,15763,39377,34,1.41
43628,2025-07-30,96258,19064,34,0.67
43629,2025-03-03,86580,35916,53,2.17
43630,2025-08-17,48585,34311,27,0.3
43631,2025-06-14,45073,49183,37,0.18
43632,2025-03-19,127926,3986,39,0.78
43633,2025-08-09,39321,8580,27,3.23
43634,2024-12-12,27595,5978,34,0.88
43635,2024-11-27,41042,20807,39,0.58
43636,2025-02-27,54571,15781,19,1.25
43637,2025-04-28,104710,35653,51,2.63
43638,2024-11-06,23485,13381,35,1.13
43639,2025-08-06,97921,1401,42,8.55
43640,2024-11-19,134147,29169,37,0.74
43641,2025-01-04,8113,14062,36,1.64
43642,2025-02-28,101660,34226,32,2.49
43643,2025-08-11,106863,13226,37,0.41
43644,2025-08-24,115918,48297,35,1.74
43645,2024-12-27,3605,45089,27,0.16
43646,2025-06-08,129447,28832,41,0.04
43647,2024-12-28,33844,13038,37,2.66
43648,2025-05-12,8698,49904,50,0.76
43649,2025-05-23,74495,18681,10,1.38
43650,2025-09-13,112852,24471,31,0.39
43651,2025-06-03,36577,30746,34,0.04
43652,2025-03-04,41615,41030,41,1.52
43653,2024-11-08,75940,48479,27,0.76
43654,2025-10-19,54511,28764,32,0.4
43655,2025-06-30,126170,28109,46,0.15
43656,2025-07-07,140541,11130,32,2.66
43657,2025-06-22,56519,36004,37,0.19
43658,2025-11-04,24884,40568,21,0.18
43659,2025-06-25,9924,47375,17,4.51
43660,2025-05-07,55998,10266,38,2.18
43661,2025-06-05,95268,3800,35,2.58
43662,2024-11-22,70251,47362,45,9.53
43663,2025-07-07,63317,33976,29,0.59
43664,2025-07-31,16363,15405,36,2.22
43665,2025-09-05,104355,11313,54,2.04
43666,2025-07-07,66593,3831,38,4.09
43667,2024-11-12,28984,15285,55,2.96
43668,2025-01-30,110242,13917,41,2.61
43669,2025-03-13,134545,14979,30,0.82
43670,2025-10-25,73989,26257,36,1.22
43671,2025-02-13,140244,27259,26,0.79
43672,2025-02-02,120807,45143,39,0.71
43673,2025-06-15,60787,19062,28,3.02
43674,2024-11-17,74234,43181,28,0.27
43675,2025-05-05,117944,10410,38,0.1
43676,2025-02-15,21815,40514,36,0.57
43677,2025-04-23,82128,37124,25,3.72
43678,2025-10-04,97723,43102,41,0.41
43679,2025-07-20,81898,33387,13,1.49
43680,2025-08-09,132572,20470,44,0.8
43681,2025-08-29,35303,42867,36,1.0
43682,2025-02-15,1594,27132,33,2.93
43683,2025-09-11,3348,3797,29,1.65
43684,2025-08-08,23868,9077,15,0.76
43685,2025-07-08,87576,15902,37,2.46
43686,2025-07-19,10578,3880,23,1.85
43687,2024-12-28,42375,42422,30,0.55
43688,2025-05-26,143397,27509,35,1.05
43689,2025-07-12,19011,18381,37,1.05
43690,2025-08-21,80048,1057,52,1.08
43691,2024-12-12,65800,34417,26,0.6
43692,2025-03-01,144638,46700,49,3.21
43693,2025-08-23,141035,4245,34,1.67
43694,2025-01-20,65362,3304,14,2.18
43695,2025-07-15,2615,8567,27,0.19
43696,2025-08-22,6103,23116,28,0.48
43697,2025-09-15,36313,15637,36,1.1
43698,2025-04-12,57788,27632,46,0.2
43699,2025-06-25,59524,14146,24,0.58
43700,2025-01-20,53756,37455,37,0.27
43701,2025-02-09,44460,2656,26,0.94
43702,2025-07-06,11762,33287,33,0.18
43703,2025-06-30,61819,41717,44,1.78
43704,2024-12-04,137472,30150,35,0.48
43705,2025-03-27,76688,40433,52,0.22
43706,2025-10-04,148601,18778,42,5.65
43707,2025-04-20,47425,15062,16,0.89
43708,2025-01-13,69181,24711,42,2.1
43709,2025-01-04,70542,19080,23,0.02
43710,2025-04-07,64464,30761,40,2.66
43711,2025-08-22,100472,9006,37,7.15
43712,2025-05-03,24969,7615,37,0.36
43713,2025-08-16,125775,1673,39,0.95
43714,2025-03-01,30013,19006,36,0.01
43715,2025-05-15,106067,12753,41,0.17
43716,2024-12-03,62776,19604,31,1.16
43717,2025-01-17,136650,41066,47,0.26
43718,2025-08-01,105443,161,10,0.76
43719,2025-10-09,49466,2532,41,0.93
43720,2025-07-02,90704,44637,41,3.01
43721,2025-02-14,144970,41413,30,0.56
43722,2024-12-12,145269,10261,37,0.39
43723,2025-02-13,26710,627,43,0.06
43724,2025-02-04,145262,40188,19,0.84
43725,2025-06-09,3700,29238,33,0.08
43726,2025-05-30,57356,21409,35,0.34
43727,2024-12-24,61979,34426,19,0.37
43728,2025-05-21,39263,2078,40,7.1
43729,2025-03-30,83448,24267,45,0.89
43730,2025-02-24,33189,7762,40,0.29
43731,2025-05-06,142552,11490,38,4.23
43732,2025-05-18,17509,17963,26,1.52
43733,2025-02-17,148954,31601,30,2.75
43734,2025-09-02,32470,14379,36,0.35
43735,2025-04-05,123627,49905,33,1.15
43736,2025-06-15,76649,33060,38,1.93
43737,2025-08-23,4002,5386,41,4.42
43738,2025-02-17,107336,26789,17,0.84
43739,2025-05-12,88797,9505,26,0.59
43740,2025-06-03,117164,47883,44,1.63
43741,2025-04-12,15966,30766,39,0.31
43742,2024-12-27,3835,47285,42,0.05
43743,2025-05-23,708,7885,41,0.95
43744,2024-12-14,27813,358,70,1.96
43745,2025-11-03,60478,18715,13,2.53
43746,2025-10-19,138905,15909,15,0.84
43747,2025-06-23,9807,9575,45,0.08
43748,2024-12-05,98281,1480,12,3.69
43749,2025-10-13,118006,13959,40,1.67
43750,2025-09-13,27062,9620,31,1.5
43751,2025-04-02,102490,16078,49,0.74
43752,2025-03-31,149211,49492,28,2.01
43753,2025-08-27,65384,9662,30,0.9
43754,2024-12-15,34067,46363,40,0.82
43755,2025-06-25,27316,25262,29,1.25
43756,2024-11-23,22820,20532,37,0.87
43757,2025-06-05,56677,46442,32,1.45
43758,2025-04-30,14604,45969,17,0.21
43759,2025-08-15,138714,33902,55,0.53
43760,2025-10-16,133384,41288,47,0.15
43761,2025-10-07,128245,7669,36,0.64
43762,2025-04-14,115218,32182,28,1.29
43763,2025-08-11,33953,16025,34,0.21
43764,2025-01-15,22203,6860,30,0.14
43765,2025-01-15,74030,5797,28,4.27
43766,2024-11-19,41772,30629,31,0.43
43767,2025-03-29,40083,477,22,2.38
43768,2025-09-16,76313,4461,40,0.05
43769,2025-04-27,41105,29217,41,1.33
43770,2025-05-14,4753,29416,28,0.33
43771,2025-03-21,48577,34678,22,1.76
43772,2025-04-18,113923,12337,40,0.94
43773,2024-11-25,115968,47160,45,1.13
43774,2025-10-13,13588,28694,23,0.28
43775,2025-02-02,81035,39715,57,0.02
43776,2025-09-22,123610,18902,38,1.91
43777,2025-02-13,63398,24362,47,2.49
43778,2025-04-17,24361,7023,25,0.27
43779,2025-06-22,128582,40011,41,1.9
43780,2024-12-14,118204,39020,16,0.0
43781,2025-01-12,139105,45034,40,5.6
43782,2025-06-24,114650,27145,27,0.65
43783,2025-04-16,111345,18829,43,1.27
43784,2025-03-30,31567,42426,37,0.77
43785,2025-05-12,106571,36457,42,0.19
43786,2024-12-26,55501,31821,36,5.32
43787,2025-10-23,69717,37163,41,1.47
43788,2024-11-29,134905,2497,35,1.21
43789,2025-06-11,77984,37224,40,0.26
43790,2024-12-09,113426,9315,35,0.47
43791,2025-05-21,9195,7396,32,3.85
43792,2025-07-14,6121,10250,27,0.48
43793,2025-03-12,11430,28805,29,1.06
43794,2025-05-25,39028,46087,39,4.43
43795,2025-10-25,97972,35736,29,4.98
43796,2025-05-14,82503,22801,27,0.14
43797,2025-07-24,127016,42197,51,5.5
43798,2025-04-25,143815,22410,43,1.4
43799,2024-12-08,43111,12508,18,2.83
43800,2025-01-16,16601,25520,28,0.97
43801,2024-12-03,6378,12797,24,1.09
43802,2025-09-16,123005,25665,42,1.09
43803,2025-07-25,116870,24136,30,0.46
43804,2025-07-15,105138,34628,46,1.38
43805,2025-07-23,103288,683,17,0.28
43806,2025-03-13,106098,38605,18,0.28
43807,2025-09-19,147832,27834,44,0.65
43808,2025-10-10,36561,30261,24,0.43
43809,2025-01-09,87622,16839,39,1.72
43810,2025-08-21,140871,10283,24,1.57
43811,2025-05-21,136592,36954,34,0.28
43812,2025-08-06,88211,235,29,1.46
43813,2025-05-26,115268,18849,51,0.27
43814,2025-06-06,83137,14272,40,0.38
43815,2025-04-13,7474,46288,51,1.92
43816,2024-11-21,8919,5499,36,0.33
43817,2024-12-28,78926,11276,21,0.2
43818,2025-06-16,144745,31416,38,1.39
43819,2025-04-18,124073,20494,26,2.0
43820,2024-12-02,16049,12717,41,1.29
43821,2025-01-20,78794,43890,41,0.06
43822,2025-07-19,83365,39721,25,0.79
43823,2025-04-18,96490,32188,10,0.37
43824,2024-12-22,111616,1710,37,1.03
43825,2025-08-29,93701,19831,37,1.24
43826,2025-06-21,84609,18888,39,1.68
43827,2025-04-20,119195,7523,40,4.83
43828,2025-05-15,139228,44870,49,0.64
43829,2025-07-19,125956,1064,47,1.1
43830,2025-10-14,64788,29730,36,0.48
43831,2025-10-14,118204,27404,37,5.16
43832,2025-03-04,96947,11033,38,0.82
43833,2025-05-10,50700,16096,32,1.37
43834,2025-03-06,18540,32665,35,4.45
43835,2025-05-26,26698,22811,24,2.15
43836,2025-09-11,5285,36103,46,1.03
43837,2025-01-14,55770,33545,32,0.2
43838,2025-04-26,92800,30987,41,0.02
43839,2025-02-18,145968,33800,38,0.81
43840,2025-05-15,35,25134,34,0.47
43841,2025-01-18,14645,27946,34,0.46
43842,2024-11-27,3104,39695,43,2.19
43843,2025-07-14,8790,21806,15,1.24
43844,2025-01-21,144559,4863,28,0.39
